pathway,A1,A2,A13,A14,A15,A17,A18,A19,A20,A21,A22,A23,A3,A24,A26,A28,A29,A30,A32,A37,A39,A42,A47,A4,A49,MWR072,MWR101,MWR102,MWR065,MWR091,MWR098,MWR084,MWR095,MWR063,A5,MWR080,MWR094,MWR115,MWR111,MWR092,MWR097,MWR073,MWR107,MWR112,MWR078,A6,MWR104,MWR070,MWR113,MWR082,MWR088,MWR118,MWR067,MWR108,MWR085,MWR090,A7,MWR077,MWR089,MWR068,MWR069,MWR106,MWR100,MWR081,A8,A9,A10
PWY-922,11547.7099,207.2247,3761.1018,51.9942,303.6694,2329.4121,1075.0792,185.1952,1081.9584,3295.4537,486.4188,161.8241,253.0597,142.7027,83.0382,135.3836,118.6984,425.9173,161.7149,20.9744,509.1132,126.2141,116.8493,518.3282,1778.6474,135.9596,235.8584,8144.1978,103.965,100.1486,1065.8703,254.8586,547.5165,509.0522,3489.0695,160.0547,87.5013,133.2385,1663.5158,136.2179,1329.0524,977.7383,283.7108,289.482,479.7926,429.5906,415.3714,3458.2201,1226.9803,530.213,54.2427,39.2509,77.0133,41.8279,2278.5668,367.4222,526.0136,116.9443,1993.8039,569.4569,553.5174,551.4663,248.5357,433.332,90.989,4336.6309,6924.6769
PWY0-1061,238855.5646,268268.1865,205593.7921,68429.7948,111402.26,79301.8989,165113.2051,93443.6288,124723.1412,228096.316,205466.0964,3706.4872,237657.9282,61152.1394,5364.2485,8691.6031,15479.7188,16012.0229,12487.6096,42526.1086,29478.1773,36986.3597,82816.4176,279745.0565,140576.2966,22447.4942,36236.2293,20214.394,14721.1124,36604.024,35809.6013,9577.3991,40833.2983,31944.1206,213656.7588,49553.2753,15737.7802,37838.2047,34425.251,12723.4134,16193.8998,22287.0496,36978.6277,33627.766,27498.6356,107008.3882,29787.219,13337.1854,27092.4546,27017.8544,18557.7852,14970.4598,11450.392,38312.2486,13691.8579,29460.3248,118833.7436,10770.496,13954.9968,21008.0364,11234.9065,33758.1925,20987.4808,10345.6099,101112.7747,173942.0255,172713.654
PWY0-1241,5842.6541,16520.643,14568.5593,17966.913,16910.0441,13434.1955,18652.8645,23015.1654,4984.8051,43661.1437,21388.3515,61.8066,2521.3278,768.9709,177.4127,568.0403,224.3205,1295.4839,1034.6139,3048.4279,2264.4641,3058.2955,7806.2634,21057.7447,13114.514,3803.8468,1224.9963,7102.3512,1348.1528,14622.1794,5156.788,1710.084,11855.055,1638.5496,36645.77,11663.3448,3697.861,1986.8775,3803.5438,2589.9705,4379.0489,912.1121,4176.5652,4798.454,1951.0117,8326.4281,4173.479,1797.0095,1659.8515,2826.9542,4014.6293,10872.4453,3329.1182,2459.0989,1569.8851,4940.9564,18560.2984,1681.9874,2801.0268,3606.687,8013.1827,3725.0505,77.468,835.7809,25845.1649,11559.7001,16374.6247
PWY0-1261,59545.1822,125796.2506,108847.4507,97459.8688,59972.2093,136697.0075,95133.204,121864.7317,39892.9433,198118.3964,137852.0304,1527.873,105758.0034,9408.1021,2591.5432,5663.5487,2461.8715,9078.5314,9099.9481,33687.7482,16025.1472,51633.4314,42206.2034,200789.9969,112651.5699,23471.9551,29692.6432,46769.1352,11534.7895,60169.4271,28826.6543,21521.6201,54218.017,18566.1045,144177.2133,59010.2656,32459.9333,12170.1149,34812.269,10989.0049,23328.0209,11005.9168,30213.5017,28874.954,17382.9749,71693.2093,29675.1675,25074.72,6207.992,22836.6282,21523.0583,29785.9682,10582.6713,20549.9508,4169.767,23416.9375,142873.273,34092.4382,17038.5484,40099.0831,12494.8226,36170.7873,3480.3263,2338.9588,125794.724,99364.7139,116498.5881
PWY0-1277,56.0489,0,118.681,0,15.9452,0,0,0,33.2988,2147.2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.9215,0,0,0,0,123.2616,0,189.6797,0,0,0,0,0,366.2043,8.7247,0,14.0287,0,0,0,0,0,0,0,0,0,0,0,0,10.3173,5.9993,55.1875,0,0,158.8907,0,0,0
PWY0-1296,356606.0055,463040.6031,334174.2604,182120.7668,248216.5147,146018.3753,229512.35,199178.4941,258101.3428,292807.7567,368121.7911,4665.4709,437213.345,83960.1337,10200.0703,20517.3258,25095.6373,38311.5453,18261.7572,78969.9234,55357.4295,85726.5187,176217.8525,436401.2759,344148.4791,28856.2768,70437.1821,60630.1273,42333.5719,58657.2306,59278.4756,31785.1164,35258.218,56952.1937,274279.0318,55738.4001,32095.3106,49460.2942,58058.0646,50126.0969,36240.8979,41193.9799,85388.967,49475.1281,43495.8853,371078.0422,69661.0781,17215.0542,55722.8692,42108.6076,36749.7923,41345.0344,31871.0721,57127.1048,32516.5486,53041.3033,292259.4162,38023.0656,35835.9378,53286.9987,39067.8103,54676.2843,48341.8914,22740.3609,204475.1,265003.6367,301392.4011
PWY0-1297,322454.7107,390373.2579,299895.1963,171942.4013,234310.2684,145236.684,205783.8203,149152.243,201652.1534,276281.1828,324967.3638,4424.9799,374566.1949,77734.1688,8943.6591,19000.9233,21309.9821,34832.8694,16113.7635,70409.7316,51806.2238,84697.6988,164885.5902,371581.6823,313574.6388,28756.7584,52503.4636,55027.5142,38178.9191,50595.7863,51321.5423,29651.2004,33888.3826,49666.5893,208004.6903,53888.9676,30592.9936,40116.233,56283.7725,44597.1498,35289.5677,41168.8436,77899.6517,46149.7247,37764.0545,322360.8962,63228.8146,16991.2729,51283.8542,38203.9584,34637.5417,29340.059,30513.2145,55512.7335,31757.9686,48200.2137,241046.1337,38068.8062,33210.7313,50724.9279,30942.6689,50176.9382,46892.9688,19918.0107,169253.913,250460.0208,266670.7548
PWY0-1298,312983.5473,397179.6688,296125.0929,171192.8371,232113.2631,152340.0806,210074.519,152653.7184,205867.4977,278913.0414,318975.67,4952.3637,393426.5222,76216.0736,8920.2099,18623.448,21275.3283,33635.7412,16074.3029,69622.8089,51435.6311,85782.2867,162256.6136,375942.0658,306553.3479,28877.4631,50494.1983,53892.452,37747.5276,50928.8155,52645.8007,28783.7252,34296.6532,49305.4026,236815.9111,52893.0499,31214.8098,41292.8428,55951.7591,44246.367,36351.8045,40738.2001,75585.1441,45326.2352,38317.3161,309243.9785,60606.526,17221.5594,50553.346,38349.8982,34271.3513,30136.8162,32243.9365,55001.2538,31364.0761,48086.0556,241568.8262,40143.3626,32346.4248,49173.6148,31252.4863,49337.6975,46257.2538,19806.52,169092.2779,248909.5562,262744.1218
PWY0-1319,419796.6446,587594.3933,408786.6245,332843.2737,396246.7875,300877.4511,363077.8123,285978.1546,392250.201,421954.2878,505054.9261,6516.9574,508974.2913,108429.7196,13073.1298,30614.032,30537.9624,51961.0602,25039.2764,109277.4261,95415.7465,177446.4727,276195.8313,618563.334,412224.3027,59911.2898,87808.2137,89503.6457,74113.9628,86254.1105,81554.0021,49698.9305,65301.1878,71746.5923,427834.4546,81809.5342,62407.3848,71477.589,89063.0433,80840.3654,66838.4858,77537.9615,109921.4248,69304.3823,61855.3067,430672.6774,96781.0766,42468.0382,92129.8557,73298.7555,63963.8061,87550.2401,74386.3593,83656.8334,57753.6298,74921.4,375729.1277,91940.7006,50804.9114,82962.3823,58886.945,81427.8929,63012.2491,40821.5491,282238.3552,348368.9006,393476.5541
PWY0-1338,1620.8346,97.9218,4478.7203,22.4445,22.6211,3098.254,3696.8733,965.8468,3147.876,35.0412,439.7842,0,13.1157,66.9457,47.059,105.2306,65.4955,114.2963,146.7707,0,23.034,14.9673,0,27.2204,0,2223.9476,155.464,166.7323,9.079,3942.6835,4.9293,26.1313,9134.4288,394.7498,2180.6064,10897.195,290.5089,0,710.8154,20.7734,178.5356,684.6348,1379.6436,9.9822,1727.8924,2.4998,1037.2124,163.3714,14.8735,899.6733,7.454,960.0109,200.2056,0,6.8404,284.2116,337.9758,280.4943,129.2159,326.5525,74.3337,87.0567,27.4959,215.1706,1350.6939,2582.0828,65.5092
PWY0-1415,12414.1222,1074.4294,12023.7393,533.7355,8234.0679,12486.965,8126.3842,3326.588,4028.2954,74019.1669,6051.4482,405.7229,6199.577,743.4786,126.849,382.477,290.3903,456.3036,531.856,4776.5488,1044.6712,1617.0389,2519.9356,1502.282,8727.8681,2807.1391,1157.1748,2783.8318,692.7215,6994.8901,2834.3028,482.9377,12713.3138,1133.6248,2702.0924,13741.1204,319.3121,557.9229,1096.8161,1143.7622,1299.3821,1145.1161,2389.8902,352.4649,1926.0585,3835.7835,4206.6561,877.4042,719.495,1468.8518,875.6732,1225.6048,1085.4434,619.5881,1410.792,297.3338,1172.8908,1599.5694,1119.7817,846.9296,781.1698,170.8984,42.0334,749.7399,1604.5425,7999.3877,7039.6423
PWY0-1479,8622.9206,1033.797,27311.4075,949.1685,4057.6652,8304.8863,16838.4853,4826.9681,11969.4285,6832.8912,22414.4948,23.4745,289.0529,309.4806,236.6672,596.3426,327.1081,567.9065,820.016,483.3687,163.3028,71.4217,0,1830.4868,5588.8335,5104.8029,865.409,3472.0882,167.8303,10485.2696,5977.2081,242.8401,18454.4234,4517.4636,7900.4625,18690.9054,779.8214,35.8235,3193.8332,698.0953,687.158,2398.9915,3550.6082,1568.3932,3778.8393,2512.8669,3603.4953,1700.0251,1470.2905,3650.6441,1332.1698,2015.0176,898.2849,653.2726,1028.2454,1651.9458,1684.4854,1131.8641,1051.7217,1333.7176,463.1295,422.1105,132.2868,776.3679,6720.2845,15027.3947,4063.9317
PWY0-1533,3173.7889,79.0871,7214.2183,434.0124,1783.6314,3414.555,3702.2526,966.7634,3381.9757,4576.2789,528.0286,3.5542,218.305,245.0103,44.7375,113.4227,56.2401,96.3354,183.0093,0,292.4628,41.593,157.6133,486.87,0,3116.9676,774.089,172.9421,41.0815,6146.1359,11.9987,19.5484,14035.2537,490.5744,2003.1908,8201.9528,228.0739,0,655.1736,39.1887,148.9983,968.5308,744.9771,12.278,1789.6446,11.3899,1116.1004,175.1824,10.6619,1176.873,25.2573,985.9094,283.7069,234.7291,34.6845,225.785,565.3464,329.7978,118.54,324.8958,74.1734,193.7693,19.9873,189.9284,1182.1823,3230.7682,46.6588
PWY0-1586,356107.4348,529386.6906,323887.5482,228958.913,249364.716,174022.0621,292340.747,142738.8281,170988.5117,339874.1835,354687.5475,6452.3631,449721.2184,102993.3015,8025.9781,23095.144,23163.6855,34560.8882,20686.8745,72925.1224,62121.4908,145364.931,178735.8581,420017.8346,276883.2331,44478.6453,57822.2039,52584.2095,26635.3498,60363.4809,63929.8115,29767.063,44128.8544,55250.7275,318969.2859,60010.6713,37640.4252,56410.0107,75699.6262,26492.9428,47012.0362,61828.71,74407.2792,56314.4424,47287.1117,158158.8239,63046.4908,30168.6527,79152.4734,51495.6818,27858.2375,60996.7963,57129.5592,74629.7899,40893.1018,47077.7605,235185.421,55924.9648,22218.5269,54034.0232,15513.0912,59271.497,37613.3376,20178.6198,127738.8297,291691.9663,245397.5479
PWY0-162,181867.0474,112014.7585,223280.199,180478.8458,217733.7775,177362.3972,171016.2172,208758.4872,376344.0443,206089.4053,210098.3293,1370.7118,157421.1371,15082.8544,5568.791,15121.5954,7847.7605,19914.6908,10627.1254,55574.1991,61214.9584,124655.0874,124579.5892,347863.5687,149083.7037,48169.0987,69084.7441,76087.972,16007.8534,66931.1099,47816.3384,27470.9286,58578.9249,19791.5722,208206.7765,55990.9331,32876.2552,39019.1366,27698.0961,73056.0443,39438.2022,44730.6403,48486.4598,32127.8551,36726.2866,145042.6661,49075.8769,26521.5151,19529.7685,48013.0982,46805.0197,78906.0573,39597.9716,27675.0364,22029.094,55878.9898,223319.6268,64897.3537,25121.5271,37219.3484,55312.5642,29901.1213,8043.5398,25854.1407,182767.4829,149475.4111,156920.881
PWY0-166,159128.3332,108976.99,186243.0743,150185.6076,174059.8328,148310.5324,143438.5515,152085.0976,217045.0877,163775.1304,180529.4686,1227.6916,136764.8287,15126.8337,4843.2539,12720.3548,7270.9808,17480.2309,9306.3907,45357.2679,47811.2361,98144.6903,108197.062,293335.4399,130712.5282,37836.9565,53449.3336,57205.5905,13659.4405,49920.5225,37852.0365,22315.0413,45831.2482,18362.55,161774.4706,45209.0721,26743.6837,30261.8543,25471.3227,49706.6692,32212.0165,35715.3867,43148.349,26007.6613,28270.7213,126597.0078,43467.2356,22199.186,18655.1831,38020.4085,36612.6151,47247.2497,33128.5119,24919.4206,19382.6558,38505.6998,177590.612,48520.9197,21737.5227,31913.483,37402.7379,26142.6422,8148.6107,20658.66,143646.004,129793.0685,135396.997
PWY0-321,34.1919,9.4204,49.7602,0,12.0711,14.098,2392.866,0,0,6393.9952,38.0841,0,0,38.3329,15.4502,54.1592,33.9783,57.2441,77.1035,0,0,0,0,48.8008,0,0,0,0,0,248.9704,0,0,12198.976,0,615.0686,7834.3697,241.3563,0,0,0,0,0,6.7208,0,0,17.3481,0,52.4791,0,0,0,141.5368,7.5329,0,0,0,116.3603,0,6.1772,6.6922,0,57.3206,0,146.1408,0,0,0
PWY0-41,1654.0173,2822.5599,8558.4302,362.7265,1544.8778,5496.8508,2713.9532,892.5645,2272.1526,14239.922,6019.8913,443.7624,16006.2909,423.6164,171.1225,73.7731,17.781,234.7903,0,321.1832,35.3871,213.5876,192.2898,1079.577,5146.398,37.6327,1865.4215,263.7255,40.19,68.354,3204.9907,5.9684,590.0562,915.472,1491.5335,2450.2511,565.7228,329.9324,53.2771,0,56.1891,78.0514,302.1199,469.0436,210.6159,2213.4294,0,246.278,281.3749,101.6471,358.0133,803.4006,129.3729,553.7571,99.5225,311.0561,92.0219,64.9923,34.8451,247.0088,184.9685,212.1538,327.388,513.9933,1081.5537,7822.1358,3289.6748
PWY0-42,2049.3873,53.0716,2905.8781,42.0846,25.0331,1943.9285,949.2216,545.7642,1819.3987,13269.9742,215.3602,18.796,65.3646,8.3094,15.952,47.4047,14.2316,42.205,64.1736,0,41.7751,9.5629,0,119.9937,269.5698,1773.7477,70.1015,108.5044,16.4548,3256.4136,22.7494,12.8655,462.666,470.4916,778.8456,4196.5008,24.8036,0,388.2355,9.777,95.9726,502.313,704.098,8.1481,1068.75,36.7211,626.286,3420.9468,6.3158,713.8177,18.427,496.062,211.9921,1399.5927,11.8535,129.3077,127.4241,184.3804,59.7952,173.0679,270.9554,293.1708,12.9573,24.6851,674.1065,1703.6352,42.2244
PWY0-781,143181.9616,145504.1829,108248.6867,91028.5819,69322.0839,76006.6414,119539.5562,87048.0874,50507.802,184769.6322,122888.231,1852.0805,129041.3344,15232.9925,3410.756,8448.2762,8571.0325,12823.3565,8871.178,19989.486,26439.5314,31346.6312,51004.1812,153186.3445,81415.2451,20266.789,23182.5093,24774.5434,10554.6432,29489.0451,25883.1424,12703.4135,39374.4692,24351.9311,87418.6145,42684.743,12862.3547,25306.3824,28006.8125,11969.6051,18480.3857,21854.7838,41167.8094,11294.5826,17913.6313,87082.0204,26957.8739,18687.1567,33499.5105,24369.8051,20708.6876,22965.878,19797.1202,29414.6507,18534.2662,13833.9848,71291.9462,20424.895,12474.3813,20477.8162,14571.353,17946.91,21948.1133,11809.8731,69866.4593,111253.2297,123620.0049
PWY0-845,38948.5381,50188.3036,61074.3011,55563.7341,27867.7525,64497.6798,68258.8656,112945.2694,41223.1005,103415.5103,69962.674,425.0822,30437.9788,2528.9646,2354.7951,3094.8729,2503.3431,6779.9185,3216.9138,13164.9481,24408.6156,77009.8526,44428.1826,211070.6849,47066.4802,23586.086,18536.4711,47756.9607,3993.3283,48892.5603,21278.7115,6394.4302,29315.6049,5797.5643,81589.5261,34472.2557,23143.0149,15443.2595,12889.9899,19954.5147,18263.5615,11377.5537,13305.8273,16235.2887,20289.285,56946.6007,17912.4859,13627.7247,1656.7353,15400.4175,20043.6295,54419.1259,7403.4876,5543.8666,1266.527,23855.5377,159990.766,17039.4769,16114.609,15159.3028,12466.0324,18809.6362,757.209,5516.8846,97229.408,36301.6377,76291.3685
PWY0-862,65754.4991,13871.1446,53123.1871,170990.035,161940.1325,89769.3953,128573.7514,193309.8957,7396.3376,128590.2128,101538.1392,129.7629,25635.058,3425.1241,4340.6376,11503.271,1478.4475,10676.1876,4505.663,8144.6087,30366.0754,81459.9434,150706.2372,20457.3142,74965.0629,51275.5974,18356.1506,19996.3549,88470.4688,50433.3324,19817.0725,14904.0239,67353.341,8629.6292,170463.3931,40781.0486,28418.0911,40425.768,10610.4972,27365.0272,13062.9343,18919.196,27995.3745,11716.2559,29479.1577,24530.2269,15116.8057,29417.7283,3455.942,12838.3823,37575.1835,31618.9712,13486.6798,2137.5064,3572.5335,19391.6556,38277.5639,48925.7091,9837.0707,28420.6521,11993.8212,12699.0512,1650.2797,28699.1422,238079.7157,41315.529,154418.673
PWY1G-0,55.5991,0,64.9827,0,2.5,78.9716,7.4998,0,9.9692,673.4918,2.5,0,1.875,4.9971,0,7.4959,0,4.9987,19.9534,0,0,0.625,0,6.2499,14.5866,0,91.7444,3.7499,0,7.4997,0,0,0.9375,0,18.7487,0,0,3.7498,4.9992,0,0,0,3.7497,0,2.4999,3.7499,0,0,0,2.4999,0,0,37.4711,0,0,0,13.7496,0,0,53.6779,0,0,4.0583,0,1.875,81.2064,3653.3339
PWY490-3,79699.5549,104881.6751,61421.2616,69490.327,73336.6875,53689.9403,36436.4663,41880.9675,69224.9251,74543.4908,159321.1647,953.0259,105769.603,27555.1553,3681.611,7574.639,10771.2173,19171.0005,4646.5329,33545.2246,17190.1061,22633.4777,80843.9028,90759.3026,157072.0744,4527.4018,28615.5338,30357.0767,21794.4371,20126.353,7848.6884,14653.6253,3050.1867,23729.196,78633.5664,18843.9311,10591.8177,10327.3619,17350.5154,23328.6362,10902.8287,15632.6594,33521.3476,15898.7178,11411.3995,252999.5181,11416.4271,6410.4967,25299.7715,13956.8462,11570.7784,11263.1709,9198.7043,21599.6151,9451.1212,15552.605,151783.6901,14798.8168,22305.1925,26667.8286,19676.5838,20794.2905,20169.2849,9039.6534,99089.9845,40495.9422,133714.0545
PWY4FS-7,382234.7943,496897.8276,353420.1932,284275.612,319783.3077,260322.1312,302454.8875,244055.4762,258919.8303,333875.6081,454972.852,4631.1689,417445.9656,95852.6219,11239.2475,26816.5793,25862.4564,46503.4152,22092.0958,93402.2377,82419.6899,165020.6272,238985.5662,542138.9113,357631.1723,53483.7289,79392.6916,83334.0929,53195.0679,78950.9994,72630.3132,43635.1322,53718.3574,65032.796,358657.9322,73226.896,56232.5408,62049.1483,79789.2525,59294.8435,59216.5137,68235.1051,101048.4975,62994.2591,56939.1583,367878.019,91250.2825,38410.8557,83352.9287,59639.9144,55744.1201,68914.9412,62319.5404,74817.2514,50328.0672,60563.1311,342395.9371,73696.8028,43654.5551,73683.8654,40684.8168,73241.6222,56091.7391,34295.6664,237667.8954,304923.7386,345423.1039
PWY4FS-8,382234.7943,496897.8276,353420.1932,284275.612,319783.3077,260322.1312,302454.8875,244055.4762,258919.8303,333875.6081,454972.852,4631.1689,417445.9656,95852.6219,11239.2475,26816.5793,25862.4564,46503.4152,22092.0958,93402.2377,82419.6899,165020.6272,238985.5662,542138.9113,357631.1723,53483.7289,79392.6916,83334.0929,53195.0679,78950.9994,72630.3132,43635.1322,53718.3574,65032.796,358657.9322,73226.896,56232.5408,62049.1483,79789.2525,59294.8435,59216.5137,68235.1051,101048.4975,62994.2591,56939.1583,367878.019,91250.2825,38410.8557,83352.9287,59639.9144,55744.1201,68914.9412,62319.5404,74817.2514,50328.0672,60563.1311,342395.9371,73696.8028,43654.5551,73683.8654,40684.8168,73241.6222,56091.7391,34295.6664,237667.8954,304923.7386,345423.1039
PWYG-321,76219.9106,16668.8788,62616.9912,190349.0926,172674.0979,103328.9288,144975.1072,215571.5665,8211.7679,146828.6319,117839.9019,156.1446,30488.6037,4061.4999,4894.2347,12878.4427,1734.2743,12250.8059,5215.0909,9737.4287,35057.2546,91315.7318,166653.054,24498.3746,87616.4226,56062.5002,21447.1825,23440.5947,71448.8648,56737.9214,23033.4161,17152.8327,72132.9296,10003.9225,193109.67,44927.4453,32175.9905,45016.312,12475.5457,31634.4722,15336.6309,21951.0981,32071.8223,13798.8505,33200.3284,29178.5486,17778.573,31721.4217,1706.9619,15145.5621,42302.1003,36612.5542,15736.9094,2564.9307,4191.4171,22683.8034,45293.5053,51763.615,11471.6072,31994.0274,14172.2032,14948.9305,1917.4569,31194.9948,260812.7788,48647.5149,175381.9955
PYRIDNUCSAL-PWY,283151.1768,375607.4864,267730.9467,204841.5958,289959.6014,188189.4287,242554.8539,263457.5894,354875.6845,266414.9354,344705.5441,3562.6867,352310.6881,67776.292,9124.6811,17831.1535,19458.9248,31736.6837,16365.7044,74732.9349,68709.9823,125092.0743,175650.2318,455385.2345,248449.9172,45431.4533,72160.4829,66488.9119,61685.937,69127.5931,59475.4583,30008.1695,52378.4328,47853.2487,315952.4262,53724.5518,44773.0999,54212.8877,54460.2279,68577.6515,40505.7104,43226.1945,64653.285,47842.7952,44704.9039,225831.5857,62364.9055,28019.643,55790.2874,49459.6014,51672.7462,78329.0418,40899.8162,50621.8036,36762.1463,60094.6937,267690.8717,66315.4461,34184.3741,50796.0631,47044.499,55945.1316,35751.5211,30721.8541,207511.1841,228389.2003,257570.8978
PYRIDNUCSYN-PWY,268253.1818,352461.0585,273636.0789,226318.6954,267502.2821,219299.793,258616.1729,241449.511,329919.7123,245598.628,322257.6155,3585.9031,307545.4509,66062.1929,8255.3401,18873.4558,18106.9313,32402.6201,15956.3223,73641.8789,70038.7094,131055.5654,174916.6775,469078.9214,199593.9134,46447.7831,69840.3978,61090.2615,30102.6391,68038.6298,54471.6311,30887.2164,50606.1545,39796.9027,296625.0058,52302.6114,44360.8622,52155.6751,57557.5062,66350.2863,46343.2033,54098.5966,65318.0829,45547.1398,42226.2018,192482.6595,63096.6541,25395.6426,58368.9306,51895.034,52546.7995,74356.5432,48844.2488,53936.9869,39037.1299,57000.2042,236634.5003,67490.6758,33482.1069,53596.5563,42781.4785,52828.818,39932.2974,30750.2285,201351.9773,234258.4466,219450.6769
PYRIDOXSYN-PWY,27766.7482,35185.7367,46785.2319,43768.7996,21567.884,51052.5797,54282.7801,101159.6927,20810.5142,98077.0274,50510.3042,275.3981,22149.1689,1776.3172,1814.507,2316.8126,1657.6788,4840.8157,2258.9345,10201.1389,19650.0303,61919.1543,33409.3446,173544.9866,34734.4339,19077.1853,14727.2566,39258.5221,2730.814,41675.607,16232.8294,4898.3227,23927.6191,3902.4817,61712.879,26594.04,18867.3693,12146.3021,9098.7431,16464.6884,14086.2171,8592.3957,9680.1433,11832.1013,15868.0705,41460.2127,13540.5834,10771.4382,1137.4183,12275.8162,16517.2947,54343.3723,5893.551,3625.0809,980.0978,19307.4311,127298.4335,13429.6466,12063.6492,11101.6298,10079.3231,13815.1961,539.3203,4396.8431,79013.1868,27395.5226,54205.1348
REDCITCYC,27589.2515,113271.842,80788.2838,11162.943,22088.0484,9937.3591,56907.2916,33740.7834,54989.3882,281946.8747,32766.5918,3594.7673,142509.5463,7395.2698,2032.3904,2550.216,4023.9454,3051.3541,3344.2528,9232.4608,4222.5692,9576.9737,20910.0874,68008.8195,47009.2145,6003.9887,8116.3802,1713.1205,1703.5666,12652.6869,12671.7254,1810.6622,40541.2948,6457.2054,26822.6427,28043.1284,4948.7788,8800.698,8324.5946,2683.3983,3491.3254,2330.2694,4687.8457,4844.1514,4829.583,14892.3382,7587.1604,17642.2807,4040.5879,8985.922,2446.1536,3682.6062,3764.6555,8131.6021,4084.5278,7375.5045,47948.1727,1589.3569,3387.5343,3367.8328,2904.1971,2864.6766,8958.6228,2047.9701,30096.8656,52649.1965,73608.9101
RHAMCAT-PWY,87687.9569,154225.5083,130557.9726,92120.9478,82558.191,98386.2418,129631.0588,176250.014,44590.8277,158195.1228,145184.7524,1921.9894,144607.5713,23037.4764,4691.7292,7219.9948,7604.3119,10498.1913,5668.1085,31568.0332,42499.1072,87679.951,94340.9112,244696.4047,139463.6315,31625.4139,27726.0899,44871.053,6709.1573,54875.959,32091.6764,11621.2327,33985.6688,15072.0617,133367.4455,22700.4656,24310.1154,33972.3325,17372.2307,27897.0502,18125.2633,17537.4202,24983.842,23723.3441,22988.89,72494.4152,27434.7292,11546.8733,6791.1784,26697.2974,31171.0875,64153.3435,13446.1981,11627.6443,6367.7025,33499.2936,167055.9564,12824.2024,15837.932,16018.3263,30955.2915,19977.5201,9328.8172,19710.2808,145408.0397,104886.8746,143753.5469
