pathway,SRR14660150,SRR14660161,SRR14660172,SRR14660183,SRR14660188,SRR14660189,SRR14660190,SRR14660191,SRR14660192,SRR14660193,SRR14660194,SRR14660195,SRR14660197,SRR14660198,SRR14660199,SRR14660200,SRR14660201,SRR14660202,SRR14660203,SRR14660204,SRR14660205,SRR14660206,SRR14660207,SRR14660208,SRR14660209,SRR14660210,SRR14660211,SRR14660212,SRR14660213,SRR14660214,SRR14660215,SRR14660217,SRR14660218,SRR14660219,SRR14660220,SRR14660221,SRR14660222,SRR14660223,SRR14660224,SRR14660226,SRR14660227,SRR14660228,SRR14660229,SRR14660230,SRR14660231,SRR14660232,SRR14660233,SRR14660234,SRR14660235,SRR14660238,SRR14660249,SRR14660250,SRR14660251
PWY4FS-7,39805.478,52797.1814,46526.3054,44455.8627,48635.0463,59106.0943,64644.6761,49532.8549,45892.383,42780.9446,36309.169,49419.2498,48048.1577,25867.8993,39063.2904,49200.9902,42367.1113,40213.2486,52614.5082,45484.968,54353.9035,43445.1081,49408.7734,44103.702,47439.604,49611.1097,41046.9485,44245.6333,15505.3625,46362.0908,40420.3446,39459.6856,30221.9235,51715.2594,44867.5274,36462.6981,42475.4631,47725.5784,41633.4215,43086.2945,54925.4762,42138.7102,49093.7815,51172.7697,45526.578,61351.5479,32901.4107,54451.5949,49974.0256,54588.8508,47558.1141,45787.9596,46197.5169
PWY4FS-8,39805.478,52797.1814,46526.3054,44455.8627,48635.0463,59106.0943,64644.6761,49532.8549,45892.383,42780.9446,36309.169,49419.2498,48048.1577,25867.8993,39063.2904,49200.9902,42367.1113,40213.2486,52614.5082,45484.968,54353.9035,43445.1081,49408.7734,44103.702,47439.604,49611.1097,41046.9485,44245.6333,15505.3625,46362.0908,40420.3446,39459.6856,30221.9235,51715.2594,44867.5274,36462.6981,42475.4631,47725.5784,41633.4215,43086.2945,54925.4762,42138.7102,49093.7815,51172.7697,45526.578,61351.5479,32901.4107,54451.5949,49974.0256,54588.8508,47558.1141,45787.9596,46197.5169
PWYG-321,19684.9258,15434.7711,32026.3246,10543.195,15455.4539,11544.7003,32004.7975,12362.7855,12290.5307,8725.792,9608.6536,26271.8913,11365.7102,8802.5549,14087.2342,36670.4807,23891.6754,17617.9923,11166.973,19232.5385,6423.7922,25683.2544,29916.8537,6053.7842,29989.8219,28887.4711,18245.9115,21724.9698,7275.9594,22102.9357,14660.1307,24215.5139,27144.5979,8523.2014,5539.9274,12793.2,3185.8977,29858.1653,2079.1402,12875.7115,16009.793,11240.9172,16049.4245,32342.8851,12016.7437,19175.0212,4572.1707,9943.4423,6306.6615,23365.0408,5147.7633,10795.8142,9235.1216
PYRIDNUCSAL-PWY,32942.677,40088.3098,29993.3033,35634.5368,41741.5839,44959.3725,53707.2961,38192.3469,39026.5881,30797.0362,29264.4764,41061.6584,37689.5187,20654.0345,29781.2685,41465.506,34358.671,32759.6706,47435.6732,39916.225,40091.2185,36187.9535,36377.1878,31941.2173,38629.8925,42744.5485,31800.7272,36268.8547,12401.1431,34259.7618,28354.8944,31852.0611,23462.9119,37178.6748,29507.1767,29809.0723,34012.2701,42635.617,28236.8527,35360.239,43077.9864,33867.0336,39283.6314,46323.3394,38614.2465,45295.9675,27036.1869,33434.7886,38268.9168,42201.5841,35709.8453,36814.1294,38634.2377
PYRIDNUCSYN-PWY,29948.246,40160.5638,35513.4339,31784.7513,41268.7881,42980.986,52265.4721,36194.1219,38302.443,34738.8916,29589.0604,39557.4168,37384.1538,20523.7273,27114.1054,37786.341,31571.1887,31631.7502,44636.4099,39742.9215,45554.961,34895.8784,37607.4699,31325.1518,37544.6959,39567.43,30632.8083,36030.9494,11803.4136,33247.4164,27260.2701,28833.973,26139.9876,33759.689,34218.2621,29957.472,30536.8269,40524.4192,30210.8539,34123.2223,39928.592,32487.5033,35913.0112,43957.9933,36279.1465,43773.1012,25533.1356,39456.1953,37299.052,37810.6442,35265.2254,34238.0576,34964.963
PYRIDOXSYN-PWY,6841.8824,11518.4636,8825.8526,4955.2191,4954.7184,4638.1487,11491.7282,9470.9918,14139.2536,13574.7459,9177.0009,14056.7586,9398.0352,8078.4042,8938.8435,14327.51,11908.0884,3913.9863,15009.6348,23770.2597,8575.0542,11919.9639,7826.8608,6946.5242,11632.9311,13790.8989,2047.9005,10053.291,1853.8208,8078.874,4776.3833,4958.0815,9681.604,2884.1866,7201.1341,11385.8164,2448.5365,18074.1645,4958.2922,12754.0797,3902.3182,9136.2741,13475.4064,12099.047,12467.7785,4354.3941,1475.4057,9442.9159,8199.3226,5553.1196,7894.949,15593.6043,5775.2266
pyruvate fermentation to butanoate,1186.729,150.1375,476.7811,174.5058,435.4868,299.9496,1261.6172,329.6228,384.7088,1018.3355,888.818,5558.9957,124.7531,536.6268,441.3991,1766.1457,282.8797,2733.5688,826.7105,10866.3752,475.9151,2009.6141,749.7266,617.4643,1046.8916,345.5227,152.5692,1079.9654,126.6864,2252.6087,224.6175,197.6094,3224.9844,107.0235,505.1757,596.3369,461.2816,101.043,3232.3447,499.3603,1524.5369,283.2625,541.3685,801.8531,6561.7254,601.3963,622.7543,231.8565,132.1049,197.4748,824.0829,558.2891,383.3036
REDCITCYC,4324.2752,3540.5241,4937.589,6356.0784,2373.8368,8500.9791,6593.6485,2149.503,3011.2621,1709.8566,7492.6979,9904.2128,2747.0568,3079.702,1625.8448,4555.0848,6686.1616,5181.0374,6069.3305,8428.6286,1442.5067,3343.0437,6932.9757,3622.7878,3381.8781,975.7753,1985.3988,2974.8845,877.3273,5727.0385,2508.9461,6917.4063,4049.1555,4128.2371,2909.5638,2389.4419,4403.4223,1150.396,7976.2347,9069.2808,6186.6259,4973.3951,2146.6341,3947.1745,6852.9549,9427.7902,8394.2484,3350.4795,4508.0509,3218.2329,4405.6924,4392.0823,4834.0302
reductive acetyl coenzyme A pathway I (homoacetogenic bacteria),65.9364,2807.9127,692.1945,269.0442,823.3964,2602.2745,2103.8283,632.2098,944.7348,1603.3477,717.9828,987.5997,15.9968,1478.1224,4746.756,720.0774,3636.2763,1087.6349,596.4743,3288.6903,1261.0945,1858.8272,68.9439,342.349,389.0667,385.3368,856.3324,1020.4991,67.8318,734.0421,829.157,3038.4723,3947.722,827.8901,31.9861,640.6317,1612.3134,1907.6768,451.0171,1684.5058,2253.8489,97.8681,1369.7826,1778.2995,160.5037,1109.3608,1013.0795,481.0762,476.1948,2652.0436,268.0786,1723.3296,321.3659
RHAMCAT-PWY,14032.6017,15488.7986,10385.2974,10880.3925,11507.536,13417.1273,22425.0108,11379.9664,15064.6321,13514.0252,15279.663,23072.7645,13033.7971,9201.2664,9468.5649,21695.6966,20904.6915,10511.1837,23686.8392,23470.8244,10910.5905,15624.7837,16823.1228,7724.6654,15641.8768,18357.5378,9794.57,14533.1198,4814.9657,12004.9756,8559.6748,18644.7694,13266.1031,7687.3409,8690.3487,9941.2794,7905.1241,24182.7178,6556.4684,16199.3008,10269.252,13056.5307,19471.1564,27870.7327,16321.2948,19217.1773,11580.1258,9338.4937,16923.6765,15452.6428,11883.4504,16099.7816,10862.8455
RIBOSYN2-PWY,23616.2948,36767.392,29649.4818,27802.6611,35028.8364,33996.7946,45649.8079,31574.9792,36871.893,31868.9684,27072.2377,35493.8137,34013.2518,18219.7284,24913.2435,34815.015,29513.1772,27505.1263,42100.6188,39584.6411,41001.3241,31650.1715,32699.8764,24517.1912,30850.3457,38244.7568,26289.5511,31425.7347,9780.0234,30033.529,21420.5275,27679.919,24793.6325,26733.8111,25312.0587,27405.2767,21960.235,39103.5526,24847.8458,31093.4054,33676.8766,28826.9652,35346.3431,41384.7399,32361.5664,31961.0541,19764.4866,31238.4698,30416.152,32569.7232,32078.6337,32467.0738,27911.0793
RUMP-PWY,8689.8564,3210.6774,3619.6917,6210.1582,9098.1044,7910.9311,3440.9214,4505.5201,2928.4687,6881.53,4535.7289,9437.3153,4202.5098,5371.9964,4963.2428,4106.7393,2868.2341,2605.8392,8571.0612,2404.6842,3129.6347,8598.5251,6913.3384,4232.4941,5033.4751,3238.4535,4780.867,4146.1063,1191.1969,4470.3843,3483.1172,8165.1143,1300.5468,5328.5755,11449.9321,4970.2104,6817.076,2438.8581,4802.8016,5609.0687,8185.9983,4702.4572,7783.7644,6563.7096,4752.3945,6504.6072,4625.1394,4620.84,4198.3021,5254.0638,5896.3128,5059.532,5816.0659
SALVADEHYPOX-PWY,23974.5973,20708.541,18371.7235,22184.6978,17348.4048,29913.0592,25609.5497,14741.2969,14310.828,22174.1934,27266.0478,35396.8812,17556.0459,12627.6167,15546.4656,21906.2816,24343.4501,17655.4119,27461.5798,25270.6079,10356.6755,16107.7195,32732.254,19255.376,18735.7231,8381.994,15628.2047,10667.547,7574.3785,26550.2953,14293.0563,28363.7666,12246.0937,20685.7744,15681.0477,13958.1411,19297.2246,8225.3159,14498.3902,31311.5412,19478.0761,20981.0664,16493.2304,20103.9117,16385.4238,34392.6321,29195.6574,17493.6472,18396.7339,18550.0965,17831.9436,17953.6061,19281.731
SER-GLYSYN-PWY,40650.8315,54155.056,44224.8817,42080.7465,53613.9585,59708.6962,67517.7632,47533.4816,50056.8094,41067.6563,35889.7371,50405.9023,47965.1265,25983.6116,39091.7094,50186.778,42233.9388,41635.0578,55474.8366,45889.0487,50559.6475,45734.3588,47040.9212,42331.5397,47516.3524,51159.2747,40827.5548,43701.3336,15677.3983,46296.3625,38661.0394,40829.0875,32796.2194,48747.5625,37317.849,38504.5321,42782.4647,51275.428,37939.5767,43164.2064,55189.0066,41080.6504,48412.5015,54609.3723,43657.4738,60489.8065,33184.9434,49762.3846,46924.1308,52862.7702,42769.2256,46554.1056,44187.4378
SO4ASSIM-PWY,6089.1601,13328.2695,7880.7173,3862.9591,6434.116,5816.5959,11596.6769,10234.9866,11221.9468,7705.4534,7076.5477,6424.4815,8426.066,4725.0821,7536.7937,13707.3604,10840.2339,9081.4688,12329.2123,9421.7353,12490.4324,10071.2275,7473.1162,6863.5208,8410.9552,14333.7436,7685.8295,6523.9937,2859.0353,11716.5994,6380.3739,10325.2937,8345.2853,4384.2555,7229.3399,7696.2657,4491.2752,11979.8583,4794.9919,6027.4332,7441.0629,6828.14,13310.3607,8439.0114,10171.4849,9989.9945,1071.0498,9114.6008,8488.613,10747.448,3526.6625,12889.0998,7464.1496
SULFATE-CYS-PWY,11441.0385,22789.4175,14427.398,7836.0086,12468.607,11601.862,21382.5838,18252.731,20007.2588,14354.6645,12927.4772,12606.4209,15747.4677,8748.7141,13681.4406,23175.0945,18578.5789,15763.7523,21936.8444,17250.956,21438.7181,17987.4533,13987.0697,12864.0028,15429.7614,24237.0756,13906.2117,12451.5257,5212.5422,20137.3913,11663.9524,17538.6856,14515.7914,8822.6246,13235.51,13972.897,8879.3349,21203.6865,9302.2481,11717.3368,14239.9914,12817.5782,22410.5855,16101.2509,17756.5174,18424.3084,2318.2604,16543.5603,15636.7314,19169.8436,7234.2872,21965.3128,13950.6616
superpathway of adenosylcobalamin salvage from cobinamide I,31541.221,44345.891,31811.0325,32696.2387,39782.6767,44317.6846,54670.9173,41276.7437,37711.7125,32104.0386,31121.9995,40416.5765,40660.1004,18645.0746,28527.7448,45433.2028,35008.597,33603.0306,50107.777,35575.728,42012.8344,34319.1436,38543.6368,33382.6325,35284.9753,44679.1831,36737.6841,35788.5447,13308.4999,36226.5521,33410.7105,36506.342,23562.7062,40618.4185,23559.4905,28644.2103,33579.4177,43912.394,28494.9127,32863.2496,46093.8555,34872.9967,41462.7188,48779.6899,15492.4574,52287.696,27291.1458,39088.6618,36062.8607,46335.9296,34101.0143,41258.5276,34815.3709
superpathway of arginine and polyamine biosynthesis,1799.2707,7868.6647,3193.8653,785.3668,17595.0423,9575.3193,10225.9444,6189.2899,9115.5141,8628.8044,8732.0127,10526.8467,4348.5084,3242.1451,9256.964,8722.7069,9405.5434,8049.8553,8601.7369,15638.0952,9032.2293,7938.1289,8285.0056,7179.2834,7534.6108,8998.9815,9515.8963,8951.5129,874.493,6710.4858,10998.8104,10047.906,10138.8213,6359.9757,11202.4647,4744.0977,3087.4112,7255.5377,9676.8007,6137.7682,7877.2735,2897.0333,8378.7278,12446.1735,6250.1044,6472.1648,6247.7555,4207.7133,8369.6631,7737.2876,4737.5617,8439.1052,5122.9568
superpathway of branched chain amino acid biosynthesis,45060.1223,57599.2962,49545.3114,47952.4785,55853.7959,67157.6364,74939.5829,51833.4296,54397.8142,48327.3461,41213.3005,57782.3307,52630.2864,29801.6629,40176.9623,56286.6871,47066.3076,42112.5061,60637.8081,52876.4384,64289.0311,49372.9878,54752.1382,47467.6913,52551.6085,53820.0988,43923.5947,49694.6005,16806.0122,51003.6031,41332.8355,45357.6248,36191.5732,54677.3068,46724.4489,44140.2573,47457.728,53923.3717,44706.7316,50116.5574,58918.0833,45482.7029,51886.5174,58915.5025,48643.5358,66249.7735,38836.3065,56565.9019,51965.8714,57646.8016,47835.9396,50149.2011,52239.4827
superpathway of chorismate metabolism,1968.6278,44.0429,30.8995,90.4881,415.114,145.5573,0,0,0,1905.8904,961.3746,4304.9011,32.192,209.152,139.2674,603.5174,79.1788,1930.695,356.2622,10392.8152,363.771,0,0,0,97.1531,102.484,0,596.4277,39.6238,72.1966,168.0902,107.1603,2006.7321,147.1583,874.8308,0,131.9105,0,810.3092,108.6598,0,54.8519,432.6322,370.7344,4819.7183,47.9363,553.9448,0,0,0,40.3665,0,523.8887
superpathway of fatty acid biosynthesis initiation,15218.4045,11372.924,26203.8443,7747.8238,11538.9612,8493.1013,24501.6256,9077.5171,8996.976,6302.7829,7060.0652,20307.3551,8289.4872,6529.505,10696.3244,29374.0229,18631.3773,13765.42,8010.9774,14521.4272,4549.8621,20065.9494,23801.1005,4344.7019,23480.218,22364.6947,14191.0262,16730.9258,5664.4893,17642.9735,11146.6944,18719.1087,21758.6203,6184.5246,3934.8804,9537.3381,2258.1303,22877.0608,1451.9221,9576.9657,12323.5493,8193.2305,11982.0772,25299.3396,8850.5772,14410.7367,3324.0582,7151.669,4476.2905,17892.9256,3639.2611,7865.5607,6705.1881
superpathway of fucose and rhamnose degradation,11817.3685,9577.4651,8679.7393,11001.9777,12861.2487,12852.3583,13656.1826,7805.1059,9829.7683,9022.5196,14713.2837,18835.7776,10064.6925,6093.276,5575.5154,12746.3951,12537.5521,7940.9576,10235.9847,13156.4546,10548.34,7841.1445,12734.4576,7486.8811,10029.5968,6412.9786,6660.2555,10446.0958,4234.8825,9132.3268,6410.994,13056.2111,8473.4436,8823.8936,9408.5555,7782.7937,8760.2792,12577.4163,6183.5966,12292.9744,9647.5107,10166.8469,11019.0436,16125.3001,13346.3525,16173.885,12818.6044,9652.4973,10881.6146,10353.2148,9645.8207,9142.1098,13189.6372
superpathway of hexuronide and hexuronate degradation,11509.8005,17114.9982,9270.32,12305.1429,9853.5597,15241.3344,23820.0173,14236.1729,13403.1554,14251.658,15414.3695,22809.8171,13453.5914,9013.71,9364.2806,18729.617,17937.7468,11102.9311,24986.2842,18824.0093,11007.9675,15522.616,12306.8714,10783.5824,9585.2522,20824.1628,9573.2689,12710.455,4468.2552,12775.1672,8288.5746,18383.3526,8418.4781,10185.2211,8107.8435,10066.0934,10278.2033,18978.0777,8508.3437,18043.9745,16843.7882,15042.614,17924.8157,19603.968,13286.9864,15759.5588,14719.335,10361.0838,13589.564,13109.6126,13418.388,20504.5477,12959.1166
"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",303.4923,1.3984,0.9285,4.9702,25.1297,17.9637,0,0,0,261.1028,207.4107,722.3344,1.4377,0,8.7932,26.6452,5.4753,527.8807,53.4721,4213.3086,10.6217,0,0,0,5.5757,0,0,58.4171,4.4411,3.7281,8.4912,0,308.1342,7.6184,131.0386,0,5.5068,0,100.603,3.7195,0,1.7779,90.212,8.8833,1401.9255,2.3286,141.4808,0,0,0,1.8633,0,110.4872
superpathway of L-aspartate and L-asparagine biosynthesis,30139.2238,42025.9207,32799.2823,31026.7368,38771.0705,43120.1292,56665.4337,38182.4563,40670.2245,34605.9248,29040.269,43806.9081,38065.94,20595.6393,32900.0121,42590.7935,38559.3318,34871.8906,48017.4232,48881.7752,38267.2915,37703.4552,39568.2143,33693.5889,37708.1274,47228.638,33434.0573,36716.2524,13046.4985,38299.6424,29100.6962,36720.005,26463.0576,33888.4429,23937.0491,32076.1118,31622.1045,46529.6697,28340.4217,35038.6977,42541.1601,33847.2034,44363.597,47014.4043,31768.1036,46277.2135,23359.9327,38729.2292,39083.8303,41190.7535,35323.3641,40323.7606,31819.4816
superpathway of purine nucleotides de novo biosynthesis II,20337.2376,31625.4105,23777.1847,15785.3678,34081.2693,33115.6409,43002.0485,22459.2991,32598.8369,29014.9969,26299.9689,33243.9232,18208.851,14804.001,20425.7701,34632.7761,32599.5986,26106.3805,37567.784,34117.9236,41661.4784,26393.9033,30963.6786,18053.5911,30156.0985,33372.9537,22532.1818,29501.4667,6626.3409,21968.5337,17586.9822,25169.8611,25773.4332,17030.9089,31322.1464,23996.4496,17430.7958,35070.1345,21420.7695,24452.8685,27661.5025,14913.7886,30649.5865,36865.1433,32047.8768,29952.0082,15575.0742,30309.546,27316.6928,26928.7814,16731.9093,25754.9436,24019.1351
superpathway of tetrahydrofolate biosynthesis and salvage,27766.8752,34523.155,27768.6348,29379.4953,30930.6354,35436.7453,45738.1339,30352.193,35935.8281,30563.7047,30111.987,38602.4562,33165.1983,19623.43,24390.4116,35349.5959,31616.7332,28054.0158,43210.9312,41238.0282,33693.5033,32315.0782,33718.5853,27439.9565,32069.3297,37355.3247,25293.8043,30674.7939,9774.5056,32633.1927,24010.2509,27986.5802,24118.7718,32517.5747,30209.6965,27458.1607,23717.2684,38759.5766,25024.6016,33808.8646,32710.9174,27932.2621,33416.5738,42262.3678,40826.6657,36477.9175,25299.3367,29301.7858,31341.8823,31347.2398,31791.6181,34332.3104,31810.9005
TCA,17987.1947,26936.4994,21596.2747,17177.4268,26502.1796,20672.2093,20452.739,21380.3064,25567.2477,28170.5843,20375.7558,28410.6162,9949.2533,17075.9524,16823.1591,28631.4858,31064.3477,13920.9888,19504.1216,34995.6352,31721.1995,23804.6592,23961.3868,20093.5136,25413.3401,20199.771,10356.2411,20858.2701,4065.4612,19087.4724,12666.2288,17495.0909,21668.5617,17897.1408,27412.3885,19003.3722,11054.677,24624.239,17658.1204,22465.5259,12278.0361,12393.4881,26625.4387,22359.3361,32165.771,17299.0381,7762.7342,23644.3274,25385.3617,17797.2682,13775.6714,27441.5566,18721.9621
TCA-GLYOX-BYPASS,612.557,62.2776,1.4399,56.0858,50.7506,32.589,21.8828,0,0,528.2721,400.0491,2801.8364,1.2899,69.8092,42.7134,177.026,81.8294,1403.644,206.4721,8238.4423,64.8476,70.8005,118.4086,59.9406,296.2214,0,8.3033,248.0885,20.9279,685.0646,65.4115,47.9124,606.3619,48.124,245.8447,17.0897,10.1766,0,188.6655,5.759,155.5591,9.0676,158.4354,92.8187,3182.7836,98.4863,343.6106,72.7505,0,46.7181,2.8796,25.1846,201.5921
TEICHOICACID-PWY,7744.8628,9121.7749,8724.5364,8746.207,16610.6361,18524.253,13701.6382,9339.0302,13035.237,7148.1139,9173.5101,13096.2035,13645.9726,5723.3702,9109.0243,10684.6828,7467.1236,6679.5395,8736.391,10597.1209,11756.5114,12726.0441,9080.4888,7535.7571,10951.8781,10011.5307,8076.247,12446.4175,3778.8311,8136.7904,8376.8684,8548.7651,8099.4156,11832.0527,5900.0397,11821.7949,13199.7731,9123.3925,6720.922,11969.7875,15224.6631,8060.9116,6538.9684,12434.2815,15177.4625,12513.2111,8823.3862,8190.0326,13235.3839,10324.4973,9474.3691,8011.0384,13200.8247
THISYN-PWY,16833.1204,29730.3402,23395.5512,12903.892,21053.8469,21717.7585,34146.5444,20900.118,32075.5087,29180.7091,21463.977,27509.0381,24720.2809,17496.935,21795.4458,26486.8511,23872.519,22167.4593,35020.739,40163.5018,35486.2012,27144.2902,26619.8883,21763.4981,26556.2184,29647.5435,18011.3088,23354.1593,7490.5824,27306.4747,16497.0877,18324.3043,22111.5206,19293.2981,20440.2168,25507.1217,14647.1527,33153.5729,14665.1643,26668.9044,18710.3693,18106.8782,24402.7291,30745.9291,23266.0865,19111.1673,20036.1836,19005.9593,20046.4029,17730.8363,17363.8587,28482.6203,18799.2487
THREOCAT-PWY,0,3.8066,0,0,4.1617,0,0,0,0,0,0,3440.3145,0,25.4944,16.6907,83.309,7.1981,935.8399,341.9276,15.0982,25.0846,0,0,0,0,0,0,79.9433,7.4194,0,12.707,162.6516,220.3906,0,289.6344,0,0,0,9.5744,0,0,0,24.764,97.0411,0,0,101.7425,0,0,0,0,0,0
THRESYN-PWY,40781.1723,53540.2093,45013.828,42369.2709,53290.3463,61439.5565,69384.4365,47544.7794,51523.8981,46495.3349,38970.2513,52306.1859,50026.7468,27177.7598,40888.8853,51390.8108,44050.9891,42124.288,58013.6797,53746.5102,58095.7937,46493.0132,52554.9082,44076.5831,49461.3931,53366.8072,41908.982,47187.7477,16205.1573,48323.3099,37628.1523,41154.766,34899.7392,48849.0304,43344.8088,40420.3979,42029.8425,53948.0882,40482.2067,45619.2178,54553.2575,42563.7952,49461.2853,57614.2925,45685.2755,59829.2723,33470.0509,52436.1815,48665.9471,51736.8955,45946.7415,47821.9897,45611.66
TRNA-CHARGING-PWY,37710.6336,52060.7285,44020.7291,40818.2262,49521.6277,57830.1194,66340.7484,46301.809,48570.7957,43335.7485,36238.6811,47970.1639,46790.7459,25706.2087,37661.4998,48651.6454,41211.1679,40687.1994,53916.9679,47504.3358,55644.9021,44063.5425,49339.8497,42398.7347,46649.8833,50090.797,40076.733,44648.9991,15341.9693,45941.3882,37879.6394,39410.9232,33151.8117,47734.03,42188.5174,38671.8543,40587.819,49696.898,39138.5026,42704.6075,53274.7003,39634.1535,46658.7645,52072.1543,41120.906,58197.232,31741.2233,51374.8552,45837.0617,51322.7414,43104.3168,45248.293,43386.5919
TRPSYN-PWY,27144.3911,32613.8698,33652.6138,35808.3801,38518.5381,42386.016,50903.3002,34428.2129,33626.4281,32380.847,28174.2145,40461.3543,32149.3806,19240.2264,24403.5616,37290.9162,32685.9244,27773.9973,45914.5201,38304.1589,41284.9008,28540.7458,35938.2928,25872.5286,33874.4983,38012.6382,26432.2288,35442.5218,9609.4742,27820.6198,25959.7581,28802.3405,21916.2699,29985.495,29859.2112,25631.532,24717.0348,38930.3494,30555.1831,34053.3849,32846.7607,33375.7298,33899.9423,45019.8812,39843.862,39810.0965,28064.8925,37059.8119,34261.1223,37918.9233,35215.2041,31006.0353,37233.936
TYRFUMCAT-PWY,0,16.0116,0,21.1057,42.3614,0,0,0,0,0,0,0,0,29.8281,10.9142,18.2869,18.0813,51.1379,6.2208,4.8989,11.5582,14.4523,64.169,10.023,131.0689,0,2.4996,2.1043,12.6228,320.0132,24.0972,0,0,14.1032,0,0,0,0,1165.964,0,63.4051,3.2534,0,28.9539,25.6756,46.0515,36.9986,14.2366,0,23.9652,0,12.3419,0
UBISYN-PWY,910.212,1034.7068,5626.2783,42.4062,565.43,43.374,2602.3745,391.2485,1086.5679,1492.6538,287.7855,2159.0969,998.2026,1287.9791,251.7365,1122.4907,287.7048,1175.9949,142.5671,6738.9144,269.1193,2540.8755,2446.9293,767.3733,1891.1857,112.502,87.8535,641.7342,212.2088,998.081,328.9381,29.2879,1789.653,320.4213,401.6241,1192.5554,318.5222,541.9035,248.3129,1737.3748,229.5572,546.7877,309.9969,1517.6299,1928.3677,166.2932,196.8513,632.4057,1309.3025,701.0546,843.4995,212.1253,135.4599
UDPNAGSYN-PWY,23581.2663,32022.8582,31647.745,23336.9705,37025.9857,40765.4058,41267.9513,31808.9863,27049.6274,28640.9384,15711.9422,26326.8895,27961.8834,15417.3807,27544.2454,31160.9606,24673.0744,26027.8537,29298.264,26260.6593,36734.3946,26730.7789,34261.6921,28984.6543,31965.0049,30401.0088,28844.2629,29943.5197,10316.2399,33043.7633,27800.2646,24139.8643,20968.6489,34259.5017,32582.9406,24846.9157,28625.7469,28193.8385,30581.9456,23487.6881,35572.8336,24954.6809,29865.0901,22450.9283,17843.8062,39891.7734,17780.6713,39835.1887,27141.9485,36774.7801,26917.8146,24944.9452,25194.0467
VALDEG-PWY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9922,0,0,0,0,0,0,0,0,0,23.8804,0,0,0,14.9644,0,0,0,0,0,29.8118,0,0,11.9643,0,0,0,0,0
VALSYN-PWY,48645.1008,60476.4711,51603.2753,51247.6457,58631.0847,72779.6457,78093.6379,54410.7077,58514.298,50136.2072,43598.7544,61904.9522,55119.0555,31644.4251,41736.2638,59470.8383,50166.05,45207.6157,63731.9471,54899.5461,66952.5698,51659.87,57297.5627,49633.1462,55742.1349,55912.3456,46163.4256,51375.4084,17617.5158,53701.0904,44091.6802,48113.1771,38596.0451,58933.2462,48930.7239,46329.6338,51164.156,56634.6259,46763.2763,53155.2232,61718.3012,48481.3568,54857.6904,62224.659,51251.7795,70168.7229,42085.1186,58180.8852,54808.4082,61795.0043,51074.433,53199.6511,58321.9334
